#node1	node2	node1_string_internal_id	node2_string_internal_id	node1_external_id	node2_external_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
UBC	HSPD1	1852861	1852284	9606.ENSP00000344818	9606.ENSP00000340019	0	0	0	0	0	0.997	0	0	0.997
TNRC6B	EIF2C1	1860314	1855852	9606.ENSP00000401946	9606.ENSP00000362300	0	0	0	0	0	0.979	0.900	0	0.997
TP53	MAPK1	1846083	1842512	9606.ENSP00000269305	9606.ENSP00000215832	0	0	0	0	0	0.988	0.800	0	0.997
CDKN2A	MYC	1859838	1856789	9606.ENSP00000394932	9606.ENSP00000367207	0	0	0	0	0	0.962	0.900	0	0.996
MDM2	CDKN1A	1861282	1843736	9606.ENSP00000417281	9606.ENSP00000244741	0	0	0	0	0	0.997	0	0	0.996
HIF1A	SP1	1852062	1851138	9606.ENSP00000338018	9606.ENSP00000329357	0	0	0	0	0	0.962	0.900	0	0.996
UBC	CCT7	1852861	1844568	9606.ENSP00000344818	9606.ENSP00000258091	0	0	0	0	0.080	0.996	0	0	0.996
UBC	SNAI1	1852861	1843697	9606.ENSP00000344818	9606.ENSP00000244050	0	0	0	0	0	0.996	0	0	0.996
EP300	SMAD2	1845316	1845079	9606.ENSP00000263253	9606.ENSP00000262160	0	0	0	0	0	0.965	0.900	0	0.996
CDK6	CCND2	1845799	1844875	9606.ENSP00000265734	9606.ENSP00000261254	0	0	0	0	0	0.966	0.900	0	0.996
RBBP7	SIN3A	1857150	1854005	9606.ENSP00000369424	9606.ENSP00000353622	0	0	0	0	0	0.967	0.900	0	0.996
SMAD3	RNF111	1851536	1847116	9606.ENSP00000332973	9606.ENSP00000288199	0	0	0	0	0	0.962	0.900	0	0.996
NCOR2	AR	1858893	1856164	9606.ENSP00000384018	9606.ENSP00000363822	0	0	0	0	0	0.996	0	0	0.996
RNF2	UBC	1854609	1852861	9606.ENSP00000356480	9606.ENSP00000344818	0	0	0	0	0	0.997	0	0	0.996
UBC	CCT3	1852861	1847605	9606.ENSP00000344818	9606.ENSP00000295688	0	0	0	0	0	0.996	0	0	0.996
MYC	SP1	1856789	1851138	9606.ENSP00000367207	9606.ENSP00000329357	0	0	0	0	0	0.962	0.900	0	0.996
UBC	CDK2	1852861	1845906	9606.ENSP00000344818	9606.ENSP00000266970	0	0	0	0	0	0.966	0.900	0	0.996
UBC	KPNB1	1852861	1847208	9606.ENSP00000344818	9606.ENSP00000290158	0	0	0	0	0	0.996	0	0	0.996
PML	CREBBP	1845989	1845124	9606.ENSP00000268058	9606.ENSP00000262367	0	0	0	0	0	0.962	0.900	0	0.996
AR	EP300	1856164	1845316	9606.ENSP00000363822	9606.ENSP00000263253	0	0	0	0	0	0.968	0.900	0	0.996
MAPK14	MAPK1	1843222	1842512	9606.ENSP00000229794	9606.ENSP00000215832	0	0	0.342	0.939	0	0.982	0.800	0	0.996
HDAC1	CTNNB1	1855935	1852818	9606.ENSP00000362649	9606.ENSP00000344456	0	0	0	0	0.110	0.961	0.900	0	0.996
MDM2	ARRB1	1861282	1860799	9606.ENSP00000417281	9606.ENSP00000409581	0	0	0	0	0	0.996	0	0	0.996
HIF1A	TP53	1852062	1846083	9606.ENSP00000338018	9606.ENSP00000269305	0	0	0	0	0	0.963	0.900	0	0.996
UBC	CCT8	1852861	1847035	9606.ENSP00000344818	9606.ENSP00000286788	0	0	0	0	0.064	0.996	0	0	0.996
TNRC6A	EIF2C3	1858333	1855848	9606.ENSP00000379144	9606.ENSP00000362287	0	0	0	0	0	0.968	0.900	0	0.996
SKI	SKIL	1856887	1844666	9606.ENSP00000367797	9606.ENSP00000259119	0	0	0	0.860	0	0.962	0.900	0	0.996
TNRC6B	EIF2C3	1860314	1855848	9606.ENSP00000401946	9606.ENSP00000362287	0	0	0	0	0	0.966	0.900	0	0.996
CREBBP	MYOD1	1845124	1843984	9606.ENSP00000262367	9606.ENSP00000250003	0	0	0	0	0	0.963	0.900	0	0.996
HDAC1	EZH2	1855935	1850211	9606.ENSP00000362649	9606.ENSP00000320147	0	0	0	0	0	0.958	0.900	0	0.995
HDAC1	TGIF1	1855935	1850975	9606.ENSP00000362649	9606.ENSP00000327959	0	0	0	0	0	0.960	0.900	0	0.995
E2F5	TFDP1	1860048	1856285	9606.ENSP00000398124	9606.ENSP00000364519	0	0	0	0	0.100	0.951	0.900	0	0.995
UBC	CCT2	1852861	1848044	9606.ENSP00000344818	9606.ENSP00000299300	0	0	0	0	0	0.995	0	0	0.995
CDK2	CCND1	1845906	1843117	9606.ENSP00000266970	9606.ENSP00000227507	0	0	0	0	0	0.985	0.720	0	0.995
CEBPB	ESR1	1848728	1842435	9606.ENSP00000305422	9606.ENSP00000206249	0	0	0	0	0	0.961	0.900	0	0.995
HDAC1	SNAI1	1855935	1843697	9606.ENSP00000362649	9606.ENSP00000244050	0	0	0	0	0	0.961	0.900	0	0.995
MDM2	CREBBP	1861282	1845124	9606.ENSP00000417281	9606.ENSP00000262367	0	0	0	0	0	0.960	0.900	0	0.995
CTNNB1	EP300	1852818	1845316	9606.ENSP00000344456	9606.ENSP00000263253	0	0	0	0	0	0.961	0.900	0	0.995
UBC	CCT5	1852861	1846664	9606.ENSP00000344818	9606.ENSP00000280326	0	0	0	0	0	0.995	0	0	0.995
UBC	SP1	1852861	1851138	9606.ENSP00000344818	9606.ENSP00000329357	0	0	0	0	0	0.994	0	0	0.994
ETS1	MAPK1	1858032	1842512	9606.ENSP00000376436	9606.ENSP00000215832	0	0	0	0	0	0.944	0.900	0	0.994
UBC	RPS23	1852861	1847772	9606.ENSP00000344818	9606.ENSP00000296674	0	0	0	0	0.146	0.994	0	0	0.994
HDAC2	SIN3B	1861837	1857097	9606.ENSP00000430432	9606.ENSP00000369131	0	0	0	0	0	0.950	0.900	0	0.994
NCOR2	HDAC1	1858893	1855935	9606.ENSP00000384018	9606.ENSP00000362649	0	0	0	0	0	0.946	0.900	0	0.994
UBC	NR3C1	1852861	1843294	9606.ENSP00000344818	9606.ENSP00000231509	0	0	0	0	0	0.995	0	0	0.994
RBBP4	EZH2	1855919	1850211	9606.ENSP00000362592	9606.ENSP00000320147	0	0	0	0	0	0.945	0.900	0	0.994
RPS13	UBC	1862013	1852861	9606.ENSP00000435777	9606.ENSP00000344818	0	0	0	0	0.140	0.994	0	0	0.994
RPS13	UBA52	1862013	1859324	9606.ENSP00000435777	9606.ENSP00000388107	0	0	0	0	0.750	0.746	0.900	0	0.993
SMAD4	SKIL	1852473	1844666	9606.ENSP00000341551	9606.ENSP00000259119	0	0	0	0	0.064	0.933	0.900	0	0.993
JUN	MAPK1	1855436	1842512	9606.ENSP00000360266	9606.ENSP00000215832	0	0	0	0	0	0.934	0.900	0	0.993
SKI	UBC	1856887	1852861	9606.ENSP00000367797	9606.ENSP00000344818	0	0	0	0	0	0.936	0.900	0	0.993
UBC	RUNX3	1852861	1852701	9606.ENSP00000344818	9606.ENSP00000343477	0	0	0	0	0	0.993	0	0	0.992
MDM2	RPS27A	1861282	1846244	9606.ENSP00000417281	9606.ENSP00000272317	0	0	0	0	0	0.930	0.900	0	0.992
HSPA9	TP53	1847834	1846083	9606.ENSP00000297185	9606.ENSP00000269305	0	0	0	0	0	0.993	0	0	0.992
HDAC2	UBC	1861837	1852861	9606.ENSP00000430432	9606.ENSP00000344818	0	0	0	0	0	0.992	0	0	0.992
NCOR2	SIN3A	1858893	1854005	9606.ENSP00000384018	9606.ENSP00000353622	0	0	0	0	0	0.932	0.900	0	0.992
UBC	TCP1	1852861	1849952	9606.ENSP00000344818	9606.ENSP00000317334	0	0	0	0	0	0.992	0	0	0.992
TGFBR1	SMAD3	1856216	1851536	9606.ENSP00000364133	9606.ENSP00000332973	0	0	0	0	0	0.931	0.900	0	0.992
UBE2D1	TRIP12	1856011	1846877	9606.ENSP00000363019	9606.ENSP00000283943	0	0	0	0	0	0.992	0	0	0.992
NEDD4L	RPS27A	1858810	1846244	9606.ENSP00000383199	9606.ENSP00000272317	0	0	0	0	0	0.915	0.900	0	0.991
HSPA9	HSPE1	1847834	1843372	9606.ENSP00000297185	9606.ENSP00000233893	0	0	0	0	0.288	0.988	0	0	0.991
CTNNB1	MEN1	1852818	1851960	9606.ENSP00000344456	9606.ENSP00000337088	0	0	0	0	0	0.915	0.900	0	0.991
ZBTB17	EP300	1856370	1845316	9606.ENSP00000364895	9606.ENSP00000263253	0	0	0	0	0	0.920	0.900	0	0.991
CDKN1A	CDKN1B	1843736	1843169	9606.ENSP00000244741	9606.ENSP00000228872	0	0	0	0.764	0	0.920	0.900	0	0.991
MDM2	KAT2B	1861282	1845408	9606.ENSP00000417281	9606.ENSP00000263754	0	0	0	0	0	0.915	0.900	0	0.991
E2F4	HDAC1	1857021	1855935	9606.ENSP00000368686	9606.ENSP00000362649	0	0	0	0	0.072	0.911	0.900	0	0.991
WWP1	SMAD7	1845749	1845078	9606.ENSP00000265428	9606.ENSP00000262158	0	0	0	0	0	0.914	0.900	0	0.991
AR	SMAD3	1856164	1851536	9606.ENSP00000363822	9606.ENSP00000332973	0	0	0	0	0	0.917	0.900	0	0.991
MAX	EP300	1853721	1845316	9606.ENSP00000351490	9606.ENSP00000263253	0	0	0	0	0	0.915	0.900	0	0.991
CXCR4	ITCH	1859216	1856193	9606.ENSP00000386884	9606.ENSP00000363998	0	0	0	0	0	0.915	0.900	0	0.991
HDAC1	E2F1	1855935	1852951	9606.ENSP00000362649	9606.ENSP00000345571	0	0	0	0	0	0.915	0.900	0	0.991
MAPK1	ESR1	1842512	1842435	9606.ENSP00000215832	9606.ENSP00000206249	0	0	0	0	0	0.919	0.900	0	0.991
SMAD4	SMAD7	1852473	1845078	9606.ENSP00000341551	9606.ENSP00000262158	0	0	0	0.653	0	0.914	0.900	0	0.991
NEDD4L	SMAD3	1858810	1851536	9606.ENSP00000383199	9606.ENSP00000332973	0	0	0	0	0	0.917	0.900	0	0.991
JUNB	EP300	1848518	1845316	9606.ENSP00000303315	9606.ENSP00000263253	0	0	0	0	0	0.922	0.900	0	0.991
RUNX2	SMAD3	1855482	1851536	9606.ENSP00000360493	9606.ENSP00000332973	0	0	0	0	0	0.916	0.900	0	0.991
CDK2	CDK6	1845906	1845799	9606.ENSP00000266970	9606.ENSP00000265734	0	0	0.524	0.938	0	0.919	0.900	0	0.991
SIN3A	TP53	1854005	1846083	9606.ENSP00000353622	9606.ENSP00000269305	0	0	0	0	0	0.918	0.900	0	0.991
EP300	CDKN1A	1845316	1843736	9606.ENSP00000263253	9606.ENSP00000244741	0	0	0	0	0	0.914	0.900	0	0.991
JUN	SP1	1855436	1851138	9606.ENSP00000360266	9606.ENSP00000329357	0	0	0	0	0	0.922	0.900	0	0.991
TGFBR1	ENG	1856216	1855851	9606.ENSP00000364133	9606.ENSP00000362299	0	0	0	0	0	0.982	0.540	0	0.991
TGFBR1	SMURF1	1856216	1854172	9606.ENSP00000364133	9606.ENSP00000354621	0	0	0	0	0	0.921	0.900	0	0.991
E2F1	KAT2B	1852951	1845408	9606.ENSP00000345571	9606.ENSP00000263754	0	0	0	0	0	0.915	0.900	0	0.991
STRAP	TGFBR1	1859630	1856216	9606.ENSP00000392270	9606.ENSP00000364133	0	0	0	0	0	0.914	0.900	0	0.991
VDR	CREBBP	1862386	1845124	9606.ENSP00000447173	9606.ENSP00000262367	0	0	0	0	0	0.914	0.900	0	0.991
FOXO1	CREBBP	1857055	1845124	9606.ENSP00000368880	9606.ENSP00000262367	0	0	0	0	0	0.914	0.900	0	0.991
CCND1	ESR1	1843117	1842435	9606.ENSP00000227507	9606.ENSP00000206249	0	0	0	0	0	0.917	0.900	0	0.991
SMAD3	KAT2B	1851536	1845408	9606.ENSP00000332973	9606.ENSP00000263754	0	0	0	0	0	0.916	0.900	0	0.991
UBA52	RPS23	1859324	1847772	9606.ENSP00000388107	9606.ENSP00000296674	0	0	0	0	0.733	0.724	0.900	0	0.991
MDM2	HIF1A	1861282	1852062	9606.ENSP00000417281	9606.ENSP00000338018	0	0	0	0	0	0.917	0.900	0	0.991
FOXO3	SMAD3	1852227	1851536	9606.ENSP00000339527	9606.ENSP00000332973	0	0	0	0	0	0.915	0.900	0	0.991
MYC	MAPK1	1856789	1842512	9606.ENSP00000367207	9606.ENSP00000215832	0	0	0	0	0	0.915	0.900	0	0.991
EP300	CREBBP	1845316	1845124	9606.ENSP00000263253	9606.ENSP00000262367	0	0	0	0.954	0	0.922	0.900	0	0.991
TGIF1	SMAD2	1850975	1845079	9606.ENSP00000327959	9606.ENSP00000262160	0	0	0	0	0	0.912	0.900	0	0.990
SMAD4	PIAS4	1852473	1845259	9606.ENSP00000341551	9606.ENSP00000262971	0	0	0	0	0	0.913	0.900	0	0.990
SP1	SMAD2	1851138	1845079	9606.ENSP00000329357	9606.ENSP00000262160	0	0	0	0	0	0.913	0.900	0	0.990
MDM2	AR	1861282	1856164	9606.ENSP00000417281	9606.ENSP00000363822	0	0	0	0	0	0.991	0	0	0.990
SMAD4	CEBPB	1852473	1848728	9606.ENSP00000341551	9606.ENSP00000305422	0	0	0	0	0	0.912	0.900	0	0.990
UBE2D1	RPS27A	1856011	1846244	9606.ENSP00000363019	9606.ENSP00000272317	0	0	0	0	0	0.913	0.900	0	0.990
TNRC6A	EIF2C4	1858333	1855854	9606.ENSP00000379144	9606.ENSP00000362306	0	0	0	0	0	0.905	0.900	0	0.990
FOXO4	CREBBP	1856074	1845124	9606.ENSP00000363377	9606.ENSP00000262367	0	0	0	0	0	0.911	0.900	0	0.990
CREBBP	NR3C1	1845124	1843294	9606.ENSP00000262367	9606.ENSP00000231509	0	0	0	0	0	0.912	0.900	0	0.990
TP53	MAPK14	1846083	1843222	9606.ENSP00000269305	9606.ENSP00000229794	0	0	0	0	0	0.912	0.900	0	0.990
HDAC1	SMAD2	1855935	1845079	9606.ENSP00000362649	9606.ENSP00000262160	0	0	0	0	0	0.912	0.900	0	0.990
ZFYVE9	PML	1847085	1845989	9606.ENSP00000287727	9606.ENSP00000268058	0	0	0	0	0	0.912	0.900	0	0.990
UBC	CEBPB	1852861	1848728	9606.ENSP00000344818	9606.ENSP00000305422	0	0	0	0	0	0.898	0.900	0	0.989
RBL1	CDK4	1855962	1844551	9606.ENSP00000362768	9606.ENSP00000257904	0	0	0	0	0	0.898	0.900	0	0.989
TGFBR1	SMAD4	1856216	1852473	9606.ENSP00000364133	9606.ENSP00000341551	0	0	0	0	0	0.886	0.900	0	0.988
UBC	PDGFRB	1852861	1844996	9606.ENSP00000344818	9606.ENSP00000261799	0	0	0	0	0	0.988	0	0	0.988
VAV1	UBC	1864873	1852861	9606.ENSP00000472929	9606.ENSP00000344818	0	0	0	0	0	0.989	0	0	0.988
CBX6	RNF2	1858948	1854609	9606.ENSP00000384490	9606.ENSP00000356480	0	0	0	0	0	0.891	0.900	0	0.988
UBC	SKIL	1852861	1844666	9606.ENSP00000344818	9606.ENSP00000259119	0	0	0	0	0	0.889	0.900	0	0.988
RBL1	HDAC1	1855962	1855935	9606.ENSP00000362768	9606.ENSP00000362649	0	0	0	0	0	0.893	0.900	0	0.988
E2F5	RBL1	1860048	1855962	9606.ENSP00000398124	9606.ENSP00000362768	0	0	0	0	0	0.888	0.900	0	0.988
JAK2	UBC	1857411	1852861	9606.ENSP00000371067	9606.ENSP00000344818	0	0	0	0	0	0.987	0	0	0.987
UBC	RNF111	1852861	1847116	9606.ENSP00000344818	9606.ENSP00000288199	0	0	0	0	0	0.879	0.900	0	0.987
AR	CDK6	1856164	1845799	9606.ENSP00000363822	9606.ENSP00000265734	0	0	0	0	0	0.879	0.900	0	0.987
HDAC2	NCOR2	1861837	1858893	9606.ENSP00000430432	9606.ENSP00000384018	0	0	0	0	0	0.883	0.900	0	0.987
CDK2	CCND2	1845906	1844875	9606.ENSP00000266970	9606.ENSP00000261254	0	0	0	0	0	0.871	0.900	0	0.986
SMURF1	SMAD4	1854172	1852473	9606.ENSP00000354621	9606.ENSP00000341551	0	0	0	0	0	0.870	0.900	0	0.986
HDAC1	HIF1A	1855935	1852062	9606.ENSP00000362649	9606.ENSP00000338018	0	0	0	0	0	0.986	0	0	0.986
TP53	SMAD2	1846083	1845079	9606.ENSP00000269305	9606.ENSP00000262160	0	0	0	0	0	0.987	0	0	0.986
ACVR1B	ACVR2A	1862229	1843596	9606.ENSP00000442656	9606.ENSP00000241416	0	0	0	0.766	0.093	0.863	0.900	0	0.986
ACVR1B	ACVR2B	1862229	1852317	9606.ENSP00000442656	9606.ENSP00000340361	0	0	0	0.760	0.093	0.865	0.900	0	0.986
HDAC2	EZH2	1861837	1850211	9606.ENSP00000430432	9606.ENSP00000320147	0	0	0	0	0	0.869	0.900	0	0.986
RPS27A	SKIL	1846244	1844666	9606.ENSP00000272317	9606.ENSP00000259119	0	0	0	0	0	0.875	0.900	0	0.986
CCT2	MKKS	1848044	1843796	9606.ENSP00000299300	9606.ENSP00000246062	0	0	0	0	0.865	0.900	0	0	0.986
CBFB	RUNX3	1861140	1852701	9606.ENSP00000415151	9606.ENSP00000343477	0	0	0	0	0	0.867	0.900	0	0.986
MAX	MAPK14	1853721	1843222	9606.ENSP00000351490	9606.ENSP00000229794	0	0	0	0	0	0.860	0.900	0	0.985
FOS	MAPK1	1848822	1842512	9606.ENSP00000306245	9606.ENSP00000215832	0	0	0	0	0	0.859	0.900	0	0.985
CDK6	CDKN1A	1845799	1843736	9606.ENSP00000265734	9606.ENSP00000244741	0	0	0	0	0	0.859	0.900	0	0.985
HDAC1	CREBBP	1855935	1845124	9606.ENSP00000362649	9606.ENSP00000262367	0	0	0	0	0	0.864	0.900	0	0.985
SMAD3	CDK2	1851536	1845906	9606.ENSP00000332973	9606.ENSP00000266970	0	0	0	0	0	0.857	0.900	0	0.985
ATF2	MAPK1	1845482	1842512	9606.ENSP00000264110	9606.ENSP00000215832	0	0	0	0	0	0.861	0.900	0	0.985
SMAD3	CDK4	1851536	1844551	9606.ENSP00000332973	9606.ENSP00000257904	0	0	0	0	0	0.857	0.900	0	0.985
HDAC2	CREBBP	1861837	1845124	9606.ENSP00000430432	9606.ENSP00000262367	0	0	0	0	0	0.861	0.900	0	0.985
TNRC6B	EIF2C4	1860314	1855854	9606.ENSP00000401946	9606.ENSP00000362306	0	0	0	0	0	0.860	0.900	0	0.985
MAX	SMAD3	1853721	1851536	9606.ENSP00000351490	9606.ENSP00000332973	0	0	0	0	0	0.856	0.900	0	0.984
UBC	RPS15A	1852861	1850066	9606.ENSP00000344818	9606.ENSP00000318646	0	0	0	0	0.175	0.982	0	0	0.984
HDAC1	SMAD3	1855935	1851536	9606.ENSP00000362649	9606.ENSP00000332973	0	0	0	0	0	0.849	0.900	0	0.984
RUNX2	UBC	1855482	1852861	9606.ENSP00000360493	9606.ENSP00000344818	0	0	0	0	0	0.985	0	0	0.984
SMAD2	SMAD7	1845079	1845078	9606.ENSP00000262160	9606.ENSP00000262158	0	0	0	0.685	0	0.848	0.900	0	0.984
E2F1	CDK2	1852951	1845906	9606.ENSP00000345571	9606.ENSP00000266970	0	0	0	0	0	0.850	0.900	0	0.984
SMURF1	SMAD3	1854172	1851536	9606.ENSP00000354621	9606.ENSP00000332973	0	0	0	0	0	0.853	0.900	0	0.984
SMAD3	SMAD7	1851536	1845078	9606.ENSP00000332973	9606.ENSP00000262158	0	0	0	0.695	0	0.845	0.900	0	0.983
HDAC1	RUNX1	1855935	1848173	9606.ENSP00000362649	9606.ENSP00000300305	0	0	0	0	0	0.922	0.800	0	0.983
ABL1	CTNNB1	1855665	1852818	9606.ENSP00000361423	9606.ENSP00000344456	0	0	0	0	0	0.846	0.900	0	0.983
VDR	EP300	1862386	1845316	9606.ENSP00000447173	9606.ENSP00000263253	0	0	0	0	0	0.842	0.900	0	0.983
CDK6	CDK4	1845799	1844551	9606.ENSP00000265734	9606.ENSP00000257904	0	0	0.526	0.977	0	0.842	0.900	0	0.983
SMAD3	MAPK1	1851536	1842512	9606.ENSP00000332973	9606.ENSP00000215832	0	0	0	0	0	0.839	0.900	0	0.983
MYC	JUN	1856789	1855436	9606.ENSP00000367207	9606.ENSP00000360266	0	0	0	0	0	0.830	0.900	0	0.982
MYC	PIN1	1856789	1843886	9606.ENSP00000367207	9606.ENSP00000247970	0	0	0	0	0	0.833	0.900	0	0.982
APOA1	APOB	1843442	1843345	9606.ENSP00000236850	9606.ENSP00000233242	0	0	0	0	0.115	0.815	0.900	0	0.982
GNB1	UBC	1856899	1852861	9606.ENSP00000367869	9606.ENSP00000344818	0	0	0	0	0	0.982	0	0	0.982
FOXO1	UBC	1857055	1852861	9606.ENSP00000368880	9606.ENSP00000344818	0	0	0	0	0	0.983	0	0	0.982
HNF4A	CREBBP	1849587	1845124	9606.ENSP00000312987	9606.ENSP00000262367	0	0	0	0	0	0.983	0	0	0.982
SP1	MAPK1	1851138	1842512	9606.ENSP00000329357	9606.ENSP00000215832	0	0	0	0	0	0.833	0.900	0	0.982
ARRB1	MAPK1	1860799	1842512	9606.ENSP00000409581	9606.ENSP00000215832	0	0	0	0	0	0.825	0.900	0	0.981
UBE2D1	TP53	1856011	1846083	9606.ENSP00000363019	9606.ENSP00000269305	0	0	0	0	0	0.821	0.900	0	0.981
SP1	CREBBP	1851138	1845124	9606.ENSP00000329357	9606.ENSP00000262367	0	0	0	0	0	0.824	0.900	0	0.981
SMURF1	SMAD2	1854172	1845079	9606.ENSP00000354621	9606.ENSP00000262160	0	0	0	0	0	0.823	0.900	0	0.981
ATF3	TP53	1852803	1846083	9606.ENSP00000344352	9606.ENSP00000269305	0	0	0	0	0	0.818	0.900	0	0.981
FOXO1	CDKN1A	1857055	1843736	9606.ENSP00000368880	9606.ENSP00000244741	0	0	0	0	0	0.818	0.900	0	0.981
FOXO4	CTNNB1	1856074	1852818	9606.ENSP00000363377	9606.ENSP00000344456	0	0	0	0	0	0.820	0.900	0	0.981
UBC	TGFB1	1852861	1842869	9606.ENSP00000344818	9606.ENSP00000221930	0	0	0	0	0	0.827	0.900	0	0.981
PHC3	BMI1	1861472	1856537	9606.ENSP00000420294	9606.ENSP00000365851	0	0	0	0	0	0.822	0.900	0	0.981
ETS1	JUN	1858032	1855436	9606.ENSP00000376436	9606.ENSP00000360266	0	0	0	0	0	0.826	0.900	0	0.981
TGFBR1	TGFB2	1856216	1854475	9606.ENSP00000364133	9606.ENSP00000355896	0	0	0	0	0	0.826	0.900	0	0.981
CTNNB1	CCND1	1852818	1843117	9606.ENSP00000344456	9606.ENSP00000227507	0	0	0	0	0	0.809	0.900	0	0.980
SMAD3	RUNX1	1851536	1848173	9606.ENSP00000332973	9606.ENSP00000300305	0	0	0	0	0	0.812	0.900	0	0.980
SMAD3	JUNB	1851536	1848518	9606.ENSP00000332973	9606.ENSP00000303315	0	0	0	0	0	0.809	0.900	0	0.980
FOXO3	EP300	1852227	1845316	9606.ENSP00000339527	9606.ENSP00000263253	0	0	0	0	0	0.816	0.900	0	0.980
EP300	CCND1	1845316	1843117	9606.ENSP00000263253	9606.ENSP00000227507	0	0	0	0	0	0.809	0.900	0	0.980
MDM2	E2F1	1861282	1852951	9606.ENSP00000417281	9606.ENSP00000345571	0	0	0	0	0	0.812	0.900	0	0.980
SMAD3	NR3C1	1851536	1843294	9606.ENSP00000332973	9606.ENSP00000231509	0	0	0	0	0	0.812	0.900	0	0.980
FOXH1	SMAD3	1856663	1851536	9606.ENSP00000366534	9606.ENSP00000332973	0	0	0	0	0	0.809	0.900	0	0.980
SIN3A	TGIF1	1854005	1850975	9606.ENSP00000353622	9606.ENSP00000327959	0	0	0	0	0	0.812	0.900	0	0.980
HCK	ABL1	1856392	1855665	9606.ENSP00000365012	9606.ENSP00000361423	0	0	0	0.895	0	0.812	0.900	0	0.980
NEDD4L	SMAD7	1858810	1845078	9606.ENSP00000383199	9606.ENSP00000262158	0	0	0	0	0	0.817	0.900	0	0.980
GNA13	CXCR4	1860237	1859216	9606.ENSP00000400717	9606.ENSP00000386884	0	0	0	0	0	0.815	0.900	0	0.980
JUN	NR3C1	1855436	1843294	9606.ENSP00000360266	9606.ENSP00000231509	0	0	0	0	0	0.812	0.900	0	0.980
CEBPB	EP300	1848728	1845316	9606.ENSP00000305422	9606.ENSP00000263253	0	0	0	0	0	0.812	0.900	0	0.980
RNF111	SMAD2	1847116	1845079	9606.ENSP00000288199	9606.ENSP00000262160	0	0	0	0	0	0.811	0.900	0	0.980
TGFBR2	SMAD7	1853779	1845078	9606.ENSP00000351905	9606.ENSP00000262158	0	0	0	0	0.072	0.807	0.900	0	0.980
AR	CCND1	1856164	1843117	9606.ENSP00000363822	9606.ENSP00000227507	0	0	0	0	0	0.812	0.900	0	0.980
ERBB2IP	UBC	1857307	1852861	9606.ENSP00000370330	9606.ENSP00000344818	0	0	0	0	0	0.808	0.900	0	0.980
JUN	HIF1A	1855436	1852062	9606.ENSP00000360266	9606.ENSP00000338018	0	0	0	0	0	0.812	0.900	0	0.980
PIK3CA	ESR1	1845446	1842435	9606.ENSP00000263967	9606.ENSP00000206249	0	0	0	0	0	0.810	0.900	0	0.980
ATF3	SMAD3	1852803	1851536	9606.ENSP00000344352	9606.ENSP00000332973	0	0	0	0	0	0.812	0.900	0	0.980
KAT2B	SMAD2	1845408	1845079	9606.ENSP00000263754	9606.ENSP00000262160	0	0	0	0	0	0.810	0.900	0	0.980
SMAD3	FOS	1851536	1848822	9606.ENSP00000332973	9606.ENSP00000306245	0	0	0	0	0	0.812	0.900	0	0.980
AXIN1	SMAD7	1845118	1845078	9606.ENSP00000262320	9606.ENSP00000262158	0	0	0	0	0	0.809	0.900	0	0.980
CXCL12	CCR4	1858332	1851498	9606.ENSP00000379140	9606.ENSP00000332659	0	0	0	0	0	0.812	0.900	0	0.980
HDAC1	CCND1	1855935	1843117	9606.ENSP00000362649	9606.ENSP00000227507	0	0	0	0	0	0.812	0.900	0	0.980
RNF111	SMAD7	1847116	1845078	9606.ENSP00000288199	9606.ENSP00000262158	0	0	0	0	0	0.816	0.900	0	0.980
CEBPB	MAPK1	1848728	1842512	9606.ENSP00000305422	9606.ENSP00000215832	0	0	0	0	0	0.812	0.900	0	0.980
STRAP	TGFBR2	1859630	1853779	9606.ENSP00000392270	9606.ENSP00000351905	0	0	0	0	0	0.809	0.900	0	0.980
HIF1A	SMAD3	1852062	1851536	9606.ENSP00000338018	9606.ENSP00000332973	0	0	0	0	0	0.812	0.900	0	0.980
RUNX3	SMAD3	1852701	1851536	9606.ENSP00000343477	9606.ENSP00000332973	0	0	0	0	0	0.810	0.900	0	0.980
IRF7	EP300	1851145	1845316	9606.ENSP00000329411	9606.ENSP00000263253	0	0	0	0	0	0.812	0.900	0	0.980
TGFBR2	UBC	1853779	1852861	9606.ENSP00000351905	9606.ENSP00000344818	0	0	0	0	0	0.812	0.900	0	0.980
CTNNB1	SMAD7	1852818	1845078	9606.ENSP00000344456	9606.ENSP00000262158	0	0	0	0	0	0.804	0.900	0	0.979
SMAD3	CEBPB	1851536	1848728	9606.ENSP00000332973	9606.ENSP00000305422	0	0	0	0	0	0.803	0.900	0	0.979
STRAP	SMAD7	1859630	1845078	9606.ENSP00000392270	9606.ENSP00000262158	0	0	0	0	0	0.806	0.900	0	0.979
CDKN2A	CCND2	1859838	1844875	9606.ENSP00000394932	9606.ENSP00000261254	0	0	0	0	0	0.804	0.900	0	0.979
CDKN2A	CDKN1A	1859838	1843736	9606.ENSP00000394932	9606.ENSP00000244741	0	0	0	0	0	0.808	0.900	0	0.979
MYC	CREBBP	1856789	1845124	9606.ENSP00000367207	9606.ENSP00000262367	0	0	0	0	0	0.808	0.900	0	0.979
